,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
260,"HFFG and partners embark on Condom Activation Campaign 

https://t.co/38izqdPhLw

#aids 
#hffg 
#Ghana 
#Africa https://t.co/0JjkzDRQoi",hffg and partners embark on condom activation campaign aids hffg ghana africa ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,78,12
261,"Welcome to Score More News Media, news media division from Score More Foundation!
Voice of India to the world
Ghana beat Korea 3-2 at World Cup
#MohammedKudus #SouthKorea #WorldCup #Ghana #scoremorenewsmedia #scoremoregroup #scoremorefoundation https://t.co/HgNfCHwY7M",welcome to score more news media news media division from score more foundation voice of india to the world ghana beat korea 3 2 at world cup mohammedkudus southkorea worldcup ghana scoremorenewsmedia scoremoregroup scoremorefoundation ,0.6,0.6333333333333333,positive,0.0,0.912,0.088,0.4588,236,34
262,"Ghana central bank hikes lending rate further to dampen #inflation
#Finance #news #Ghana #Bank 
https://t.co/KEE9gyfNQe",ghana central bank hikes lending rate further to dampen inflation finance news ghana bank ,0.0,0.375,neutral,0.0,1.0,0.0,0.0,90,14
263,"Son after the defeat 😭
#koreavsghana #korea #Ghana #son #kudus https://t.co/KgeLw7KTEO",son after the defeat koreavsghana korea ghana son kudus ,0.0,0.0,negative,0.273,0.727,0.0,-0.4588,56,9
264,"Communicate with your customers and business partners easy

With atleast 0.2per SMS
Get a customized sender name
Contact us TODAY

#bulksms
#blacknovember #riggyg #ghana #smssolutions #trending #digitalmarketing #holidayoffer  #worldcup #paybill #presidentuhurukenyatta  #kibra https://t.co/DBFFR8zfJQ",communicate with your customers and business partners easy with atleast 0 2per sms get customized sender name contact us today bulksms blacknovember riggyg ghana smssolutions trending digitalmarketing holidayoffer worldcup paybill presidentuhurukenyatta kibra ,0.43333333333333335,0.8333333333333334,positive,0.0,0.912,0.088,0.4404,260,32
265,@Williaaams45 All the way #GHANA, all the way ghana,0.0,0.0,neutral,0.0,1.0,0.0,0.0,18,4
266,"URUGUAY vs all 54 Continents of AFRICA 

#WorldCup2022 #ghana",uruguay vs all 54 continents of africa worldcup2022 ghana,0.0,0.0,neutral,0.0,1.0,0.0,0.0,57,9
267,"Why is practical love important?
This festive season we celebrate and learn about love specially.  Join us this Friday 2nd December on  Family TV and Familyradio316  for a live Kesha themed PRACTICAL LOVE from 10.00PM. 
#love #practicallove #kesha #festiveseason
#Ghana https://t.co/eNzo2M4ylT",why is practical love important this festive season we celebrate and learn about love specially join us this friday 2nd december on family tv and familyradio316 for live kesha themed practical love from 10 00pm love practicallove kesha festiveseason ghana ,0.36168831168831167,0.5589285714285714,positive,0.0,0.538,0.462,0.9808,256,40
268,"FIFA World Cup 2022: Ghana has defeated South Korea 3-2.

for more latest updates
👇🏻
Visit - https://t.co/RHBuCUabdQ

👉🏻Download App Now - https://t.co/65Zn8M82aO

🥳🥳Join DexSportsRadio Now on Telegram - https://t.co/RJsYbhsKbl

#FIFAWorldCup2022 #Ghana #SouthKorea #dexsports https://t.co/K37qfXBfQH",fifa world cup 2022 ghana has defeated south korea 3 2 for more latest updates visit download app now join dexsportsradio now on telegram fifaworldcup2022 ghana southkorea dexsports ,0.5,0.7,negative,0.106,0.819,0.075,-0.2263,182,28
269,"Why is practical love important?
This festive season we celebrate and learn about love specially.  Join us this Friday 2nd December on  Family TV and Familyradio316  for a live Kesha themed PRACTICAL LOVE from 10.00PM. 
#love #practicallove #kesha #festiveseason
#Ghana https://t.co/sDb7PNmfnP",why is practical love important this festive season we celebrate and learn about love specially join us this friday 2nd december on family tv and familyradio316 for live kesha themed practical love from 10 00pm love practicallove kesha festiveseason ghana ,0.36168831168831167,0.5589285714285714,positive,0.0,0.538,0.462,0.9808,256,40
270,"Mark the date #2ndDecember 
12 years in the making…..
Winner takes it all
#FIFAWorldCupQatar2022 #FIFAWorldCup #Uruguay #Ghana https://t.co/bD7cjEk5RF",mark the date 2nddecember 12 years in the making winner takes it all fifaworldcupqatar2022 fifaworldcup uruguay ghana ,0.0,0.0,positive,0.0,0.808,0.192,0.5859,118,17
271,"FIFA World Cup 2022: Ghana has defeated South Korea 3-2.

visit - https://t.co/RipWczttiK

#FIFAWorldCup2022 #Ghana #defeated #SouthKorea #avrpay #avrpaynews https://t.co/Fg58MOzmha",fifa world cup 2022 ghana has defeated south korea 3 2 visit fifaworldcup2022 ghana defeated southkorea avrpay avrpaynews ,0.0,0.0,negative,0.307,0.693,0.0,-0.7351,122,18
272,Fuck #Ghana.,fuck ghana ,-0.4,0.6,negative,0.778,0.222,0.0,-0.5423,11,2
273,"📰 #Gazzetta: Rafa moves fast, and thanks in part to his sprints he scored the first goal against #Ghana with #Portugal, three minutes after making his #WorldCup debut. https://t.co/D9XiD4U70h", gazzetta rafa moves fast and thanks in part to his sprints he scored the first goal against ghana with portugal three minutes after making his worldcup debut ,0.21666666666666667,0.37777777777777777,positive,0.0,0.9,0.1,0.4404,159,27
274,"Content analysis:
This article scores 57/100. The complete report can be viewed here: https://t.co/smItM3jvFk
(I'm a bot)

#AMShow #Ghana #Uruguay https://t.co/BzXzWmz3aA",content analysis this article scores 57 100 the complete report can be viewed here m bot amshow ghana uruguay ,0.1,0.4,neutral,0.0,1.0,0.0,0.0,110,19
275,"There’s something we have with #dove #soap 🧼😍

🏷️ Ghc20 - 2000fr CFA 
🛒 Add us to your cart via DM 
✈️📦 Worldwide shipping at a cost 
📞 +233 246274290

#TrendingNow #Trending #Accra #Ghana #ghanablackstars #Togo #FIFAWorldCupQatar2022 #skincareproducts #DoveBodyWash https://t.co/HxflZnavcE",there something we have with dove soap ghc20 2000fr cfa add us to your cart via dm worldwide shipping at cost 233 246274290 trendingnow trending accra ghana ghanablackstars togo fifaworldcupqatar2022 skincareproducts dovebodywash ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,230,32
276,"Is Ghana at risk of a “big explosion” as public anger over economic pain leads to protests on the streets of Accra?

Jeff Haynes on the latest country in which economic difficulties may propel the opposition to power

Via @AfricaDemocracy 

#ghana 

https://t.co/MkiraMqN2P",is ghana at risk of big explosion as public anger over economic pain leads to protests on the streets of accra jeff haynes on the latest country in which economic difficulties may propel the opposition to power via ghana ,0.03333333333333335,0.2777777777777778,negative,0.28,0.72,0.0,-0.9042,221,39
277,"Not just a pretty face: Cho Gue-sung earns fame with heroics vs Ghana

#worldcup #Korea #Ghana #seoul #Qatarworldcup #soccer #FIFA #SonHeungmin #ChoGue-sung #월드컵 #카타르 #한국 #가나 #축구 #조규성 #손흥민

https://t.co/bf8wbubepT",not just pretty face cho gue sung earns fame with heroics vs ghana worldcup korea ghana seoul qatarworldcup soccer fifa sonheungmin chogue sung ,0.25,1.0,positive,0.091,0.691,0.218,0.5679,144,23
278,@Uruguay @LuisSuarez9 @Darwinn99 @ECavaniOfficial   @fedeevalverde @diegogodin and the rest of you man we are coming for you @GhanaBlackstars See you Friday. Uruguay no prosperara en nombre de dios. No Kwasia sem this time😂😅😂😅 #Ghana #Uruguay #BlackStars 🇬🇭, and the rest of you man we are coming for you see you friday uruguay no prosperara en nombre de dios no kwasia sem this time ghana uruguay blackstars ,0.0,0.0,negative,0.14,0.86,0.0,-0.5267,151,29
279,"Here to make once again your #skincareroutine easy with a touch of a #hair tool.
Our towel is in stock guys 🥰
🏷️Ghc 40 - 4000fr cfA 
🛒 Shop via DM or link in bio 

#PleaseRT ♥️

#MadeInAfrica #handmade #art #design #entreprenariat #womenempowerment #Ghana #TgTwittos #business https://t.co/Pp5N1fmzD1",here to make once again your skincareroutine easy with touch of hair tool our towel is in stock guys ghc 40 4000fr cfa shop via dm or link in bio pleasert madeinafrica handmade art design entreprenariat womenempowerment ghana tgtwittos business ,0.43333333333333335,0.8333333333333334,positive,0.0,0.931,0.069,0.4404,245,40
280,"In a five-goal thriller, #Ghana overcame #SouthKorea to claim their first win at #Qatar2022 🇬🇭🇰🇷

We take a look at how the Ghanaians managed to control the game tactically after their first goal, forcing Paulo Bento's side long 👇
https://t.co/fDeQCJ9jQQ",in five goal thriller ghana overcame southkorea to claim their first win at qatar2022 we take look at how the ghanaians managed to control the game tactically after their first goal forcing paulo bento side long ,0.16999999999999998,0.37333333333333335,positive,0.0,0.867,0.133,0.6369,212,36
281,"This is what to do to stand a chance of winning a ticket to the Biggest Pool Rave in the country...As simple as that...3Days to #TropicalFiesta3
 #TF2022
#enjoymentradio #EnjoymentCafe #EnjoymentSports #Accra #Ghana #DecemberInGhana #nightlife #BlackStars #pool🏊 #TreasureIsland https://t.co/03LHZJEDcv",this is what to do to stand chance of winning ticket to the biggest pool rave in the country as simple as that 3days to tropicalfiesta3 tf2022 enjoymentradio enjoymentcafe enjoymentsports accra ghana decemberinghana nightlife blackstars pool treasureisland ,0.25,0.5535714285714286,positive,0.0,0.866,0.134,0.6597,257,37
282,"Friday de3….they should allow @ASAMOAH_GYAN3 to come play some oooo….it’s REVENGE time 😂😂😂

#blackStars #Ghana #Suarez #Qatar2022 #QatarWorldCup2022",friday de3 they should allow gyan3 to come play some oooo it revenge time blackstars ghana suarez qatar2022 qatarworldcup2022,0.0,0.0,neutral,0.143,0.675,0.181,-0.0258,125,19
283,Qatar 2022: Kudus Mohammed fires Black Stars to first win https://t.co/aUlZbYjpIS #qatar #fifa  #footballfans  #worldcup2022  #sports #sportsproduction  #worldcupqatar2022  #sportsnews #ghana #ghanabusiness #ghananews #ghanaian #worldcup #qatar2022 #fifaworldcup2022 #2022events,qatar 2022 kudus mohammed fires black stars to first win qatar fifa footballfans worldcup2022 sports sportsproduction worldcupqatar2022 sportsnews ghana ghanabusiness ghananews ghanaian worldcup qatar2022 fifaworldcup2022 2022events,0.29444444444444445,0.38888888888888884,positive,0.0,0.868,0.132,0.5859,232,26
284,"Baby Jet @ASAMOAH_GYAN3 has got the rare taste of what it means to be watching your nation play from home.
@fwcqatar @GhanaBlackstars #ghana #world #FIFAWorldCupQatar2022 https://t.co/yXHcwhcTb5",baby jet gyan3 has got the rare taste of what it means to be watching your nation play from home ghana world fifaworldcupqatar2022 ,0.3,0.9,positive,0.0,0.902,0.098,0.34,131,23
285,"#JoySMS #JoySMS #CitiNewsroom #Ghana #AMShow 
If a factory is torn down but the rationality which produced it is left standing, then that rationality will simply produce another factory.", joysms joysms citinewsroom ghana amshow if factory is torn down but the rationality which produced it is left standing then that rationality will simply produce another factory ,-0.051851851851851864,0.21534391534391537,negative,0.055,0.945,0.0,-0.128,178,27
286,"""As you all know, we are quitting the assemblies. Therefore, the [party's senior leadership] has approved the decision to dissolve the assemblies."" Says Fawad Chaudhry.

#ٹیریان_کےبھائی_یوتھئے #خنزیر_ڈیزل #چیف_جسٹس_کو_خط_لکھیں #ایک_اور_دن #Ghana #stockmarket #lanat #hiring https://t.co/eO7DBoJOGO", as you all know we are quitting the assemblies therefore the party senior leadership has approved the decision to dissolve the assemblies says fawad chaudhry ghana stockmarket lanat hiring ,0.0,0.0,positive,0.0,0.831,0.169,0.6705,190,29
287,"Hello!

Registration has started for Q1 open courses that will hold in #Nigeria &amp; #Ghana

Swipe to see courses &amp; get the program brochure here - https://t.co/6kglXBJTQ2 

For group bookings, email hello@nichecx.com

#training #cx #africa #customerexperience #customerservice #hr https://t.co/GS1dkK5UMT",hello registration has started for q1 open courses that will hold in nigeria amp ghana swipe to see courses amp get the program brochure here for group bookings email hello com training cx africa customerexperience customerservice hr ,0.0,0.5,neutral,0.0,1.0,0.0,0.0,234,37
288,"We are ready to give you a 360-degree feel of Ghana, this December!

Save the date!

#ghana #diaspora #event #gipc #anticipate #experienceghana #decemberinghana #tourism https://t.co/jAgXVZ6twt",we are ready to give you 360 degree feel of ghana this december save the date ghana diaspora event gipc anticipate experienceghana decemberinghana tourism ,0.2,0.5,positive,0.0,0.794,0.206,0.6908,155,24
289,"https://t.co/2JJfFU9CVk
Check out my new YouTube video! 

https://t.co/2JJfFU9CVk

#SpotifyWrapped #MAMA2022 #24hoursinpolicecustody #NFTs #LISA #FIFAWorldCupQatar2022 #Ronaldo #CyberMonday #aespa #البرازيل_ِسويسرا #ghana #movetoghana #youtube https://t.co/QoRw1zszqX", check out my new youtube video spotifywrapped mama2022 24hoursinpolicecustody nfts lisa fifaworldcupqatar2022 ronaldo cybermonday aespa ghana movetoghana youtube ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,163,18
290,#Ghana #Grammy winner @grampsmorgan has the perfect song to comfort the #SouthKorea fans who lost to @GhanaBlackstars yesterday iat #QatarWorldCup2022  Special mention @FIFAWorldCup @RachelAnkomahRL  @TheGhanaWeb  @TheGhanaWeb  @TheKoreaHerald @TheGhanaWeb @nikefootball https://t.co/S6sxASRV9A, ghana grammy winner has the perfect song to comfort the southkorea fans who lost to yesterday iat qatarworldcup2022 special mention ,0.6785714285714286,0.7857142857142857,positive,0.077,0.5,0.423,0.886,133,20
291,"Volta Lake at dawn, Kpong
#Lake #volta #dawn #africa #Ghana #stanostudios  #stanotravels #BodyOfWater #Plant #AutoPostProductionFilter #Reflection #Nature #Outdoors #natgeo100contest https://t.co/u21ozoAeXA",volta lake at dawn kpong lake volta dawn africa ghana stanostudios stanotravels bodyofwater plant autopostproductionfilter reflection nature outdoors natgeo100contest ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,167,19
292,#Ghana: NPA Boss Receives Public Service Excellence Award https://t.co/Mr9tDyg5as, ghana npa boss receives public service excellence award ,0.0,0.06666666666666667,positive,0.0,0.441,0.559,0.8225,57,8
293,"@metrotvgh @AAA_Grey my queen Annie you are wearing the wrong jersey today. Kindly go for the white jersey which gives the prayer impression. Love u, queen I know I still own u an ice cream  #ghana https://t.co/D6OovI1ZHU", grey my queen annie you are wearing the wrong jersey today kindly go for the white jersey which gives the prayer impression love queen know still own an ice cream ghana ,0.19166666666666665,0.5833333333333334,positive,0.078,0.657,0.265,0.7506,170,31
294,"Can Senegal make a comeback into the game? Drop your predictions in the comments. Catch all the live updates of your favorite World Cup matches right here on ACE Sports
#Qatar2022 #WorldCup22 #FIFA #ghana #acetv #acesports #Senegal vs #Ecuador https://t.co/0lTdV3f3xn",can senegal make comeback into the game drop your predictions in the comments catch all the live updates of your favorite world cup matches right here on ace sports qatar2022 worldcup22 fifa ghana acetv acesports senegal vs ecuador ,0.1305194805194805,0.6089285714285714,positive,0.051,0.876,0.073,0.2263,232,38
295,"#NEWS: @NCBABankKenya is reportedly ready to launch #mobile phone banking services #MShwari in #Ghana, #Ethiopia and the #DRC.

#ConnectingAfrica #NCBA #expansion #mobilephone #bankingservices #Ghana #Ethiopia #DRC

Read more: https://t.co/ZsC4TRsT5r", news is reportedly ready to launch mobile phone banking services mshwari in ghana ethiopia and the drc connectingafrica ncba expansion mobilephone bankingservices ghana ethiopia drc read more ,0.35,0.5,positive,0.0,0.912,0.088,0.3612,193,27
